dataset,task_order,policy,budget_share,seeds,budget_cap,n_tasks,n_criteria,inference_kind,actual_queries_median,actual_queries_p05,actual_queries_p95,certified_tasks_median,certified_tasks_p05,certified_tasks_p95,residual_errors_median,residual_errors_p05,residual_errors_p95,pass_width_median,pass_width_p05,pass_width_p95,accuracy_ci_width_median,accuracy_ci_width_p05,accuracy_ci_width_p95,sample_agreement_median,sample_agreement_p05,sample_agreement_p95,accuracy_bias,accuracy_rmse,accuracy_within_half_pp,accuracy_interval_covered
JB GPT-5.4,random,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,44.0,32.5,50.5,240.0,237.5,244.0,0.9714100064977258,0.9671864847303444,0.9788823911630928,0.20441095073870652,0.1879550389577213,0.22161195554987867,0.723404255319149,0.6099290780141844,0.7907801418439717,0.009622363619829535,0.043789008613497514,3,31
JB GPT-5.4,random,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,353.0,317.0,371.0,188.0,180.5,195.5,0.7706302794022092,0.7589343729694606,0.7940220922677064,0.9500149018606038,0.9500149018606037,0.9500149018606038,0.6899488926746167,0.6673764906303237,0.711243611584327,,,,31
JB GPT-5.4,random,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,327.0,300.5,347.5,216.0,206.5,221.0,0.7875243664717348,0.7742040285899935,0.8047433398310591,0.06820794482053905,0.06563205177332138,0.0699748797206966,0.7265758091993185,0.7031516183986372,0.7431856899488927,-0.0007306952724364495,0.01652002730105529,4,30
JB GPT-5.4,random,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1439.0,1404.5,1459.0,17.0,10.5,23.0,0.0649772579597141,0.05198180636777128,0.08739441195581546,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.6898020012774111,0.6796891632957207,0.6976793698105174,,,,31
JB GPT-5.4,random,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,1016.0,984.0,1051.0,127.0,115.5,132.0,0.3398310591293047,0.3170890188434048,0.36062378167641324,0.02925022352790907,0.028781879337505867,0.02973985609060331,0.7313178624654034,0.7177985948477752,0.7400468384074941,0.0019067837691031661,0.006293401140443921,16,31
JB GPT-5.4,random,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,random,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012560139651722202,0.012389832673393775,0.012645293140886471,0.7408889645776566,0.7366740463215259,0.7442523841961852,0.0005099472019839402,0.0031920569721025195,29,30
JB GPT-5.4,random,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,random,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009622344275556749,0.00953719078639248,0.009686209392429868,0.7474453590689754,0.7431166619358501,0.7503902923644621,0.0006094526979971023,0.0023833367370745206,30,30
JB GPT-5.4,random,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,random,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592285093881722,0.7592285093881722,0.7592285093881722,0.0,0.0,31,31
JB GPT-5.4-mini,release,random_criterion,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,44.0,36.5,53.5,259.0,256.0,262.0,0.9714100064977258,0.9652371669915529,0.9762833008447043,0.1591518712479244,0.1467194618299485,0.16613445735939025,0.6808510638297872,0.6099290780141844,0.7588652482269503,-0.0007645988483122375,0.047583707983927546,3,28
JB GPT-5.4-mini,release,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,55.0,54.5,57.5,254.0,254.0,255.0,0.9642625081221572,0.9626380766731644,0.9645873944119558,0.9939966790139226,0.9939966790139225,0.9939966790139226,0.6879432624113475,0.6595744680851063,0.7304964539007093,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,53.0,44.0,64.5,256.0,254.0,257.5,0.9655620532813515,0.9580896686159843,0.9714100064977258,0.22429429045855154,0.20639076936177458,0.23532166730531784,0.6524822695035462,0.6134751773049645,0.7163120567375887,0.0040827248543941685,0.04957920056112991,3,31
JB GPT-5.4-mini,release,random_criterion,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,309.0,284.0,320.5,254.0,248.5,260.0,0.7992202729044834,0.7917478882391162,0.815464587394412,0.052922893515561786,0.05211393536850173,0.053689274918039764,0.676320272572402,0.6575809199318569,0.694633730834753,-0.0031085281921328163,0.013287956829833124,11,30
JB GPT-5.4-mini,release,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,321.0,313.0,342.0,197.0,196.0,199.0,0.7914230019493177,0.7777777777777777,0.7966211825860949,0.9500149018606037,0.9500149018606037,0.9500149018606038,0.6524701873935264,0.639267461669506,0.6712095400340715,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,333.0,322.0,346.5,232.0,227.0,237.0,0.783625730994152,0.7748538011695907,0.7907732293697206,0.0739983820837059,0.0725933495124963,0.07557372163324388,0.6609880749574105,0.6422487223168654,0.676320272572402,-0.0011724784250589076,0.016228450362287407,4,31
JB GPT-5.4-mini,release,random_criterion,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,798.0,777.0,816.0,237.0,227.5,246.0,0.48148148148148145,0.4697855750487329,0.4951267056530214,0.02405586068889176,0.02388555371056328,0.024311321156384458,0.6787311049606132,0.6657440919736002,0.6873536299765808,-0.0014530837903160745,0.0071829777572656305,16,26
JB GPT-5.4-mini,release,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1328.0,1295.5,1361.0,39.0,37.0,48.5,0.13710201429499674,0.11565951916829109,0.15821962313190382,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.6463700234192038,0.6395571641473281,0.6562699595486481,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,971.0,950.0,992.5,145.0,137.5,152.5,0.36907082521117607,0.3551007147498375,0.38271604938271603,0.0322731723932389,0.03195384680887298,0.0326137863498957,0.6719182456887375,0.6641473280817544,0.6833084947839045,0.00029635388152018667,0.008044637314880167,16,29
JB GPT-5.4-mini,release,random_criterion,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1145.0,1130.5,1162.0,187.0,176.0,199.0,0.25601039636127354,0.24496426250812214,0.26543209876543206,0.011964065227572762,0.011942776855281612,0.01204921871673692,0.6787295640326976,0.6725136239782016,0.6841791553133515,-0.000388739440536061,0.003530533844424577,26,27
JB GPT-5.4-mini,release,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1538.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.000649772579597141,0.014518669902499282,0.014348362924170854,0.01464640013624563,0.6725987738419619,0.6690224795640327,0.6769414168937329,0.00019249098824596571,0.0034913672312872415,26,29
JB GPT-5.4-mini,release,random_criterion,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1207.0,1190.5,1215.5,161.0,149.0,172.0,0.2157244964262508,0.2102014294996751,0.22644574398960363,0.009792651253885176,0.009728786137011947,0.009835227998467144,0.6788958274198127,0.6733607720692592,0.6829051944365598,-0.0005511925909193202,0.0029558695313081163,28,28
JB GPT-5.4-mini,release,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010984800102184167,0.010899646613019953,0.011069953591348436,0.6751348282713596,0.6707706500141924,0.6786119784274767,0.00020939422109563538,0.0027572574355217653,30,30
JB GPT-5.4-mini,release,random_criterion,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6790990760846426,0.6790990760846426,0.6790990760846426,0.0,0.0,31,31
JB GPT-5.4-mini,release,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,release,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6790990760846426,0.6790990760846426,0.6790990760846426,0.0,0.0,31,31
JB GPT-5.4-mini,predicted_fail_count,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,25.0,19.5,31.5,236.0,229.0,243.0,0.9837556855100714,0.97953216374269,0.9873294346978557,0.9939966790139226,0.9939966790139225,0.9939966790139226,0.8368794326241135,0.7872340425531915,0.8865248226950355,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,32.0,26.0,42.0,248.0,241.5,253.5,0.9792072774528915,0.9727095516569201,0.9831059129304743,0.22429429045855154,0.20639076936177458,0.23532166730531787,0.7659574468085106,0.7056737588652482,0.8156028368794326,0.004268391185379662,0.05099401004155939,2,31
JB GPT-5.4-mini,predicted_fail_count,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,205.0,190.0,217.5,180.0,177.0,186.5,0.866796621182586,0.8586744639376218,0.8765432098765431,0.9500149018606038,0.9500149018606037,0.9500149018606038,0.7649063032367973,0.7474446337308347,0.7789608177172062,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,265.0,255.5,279.0,210.0,204.5,213.5,0.8278102664067576,0.8187134502923976,0.8339831059129305,0.07421126580661641,0.07272107974624265,0.07574402861157231,0.727427597955707,0.7082623509369677,0.7482964224872232,-0.0005608234908158151,0.017307672732172128,5,31
JB GPT-5.4-mini,predicted_fail_count,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1041.0,995.5,1078.0,9.0,7.0,12.0,0.3235867446393762,0.299545159194282,0.35315139701104614,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.667447306791569,0.6595699382584628,0.6748988716201831,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,866.0,847.5,899.0,126.0,118.0,130.5,0.43729694606887587,0.4158544509421702,0.449317738791423,0.03257120960531357,0.03212415378720146,0.03282667007280626,0.706408345752608,0.6949116457313178,0.7191824568873749,0.0006815951003884832,0.008264295603711658,16,30
JB GPT-5.4-mini,predicted_fail_count,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014518669902499282,0.014348362924170854,0.014646400136245574,0.6725987738419619,0.6690224795640327,0.6771117166212535,0.00018837229540434193,0.003490606897170663,26,29
JB GPT-5.4-mini,predicted_fail_count,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010984800102184167,0.010899646613019953,0.011069953591348436,0.6751348282713596,0.6707706500141924,0.6786119784274767,0.00020939422109563538,0.0027572574355217653,30,30
JB GPT-5.4-mini,predicted_fail_count,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,predicted_fail_count,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6790990760846426,0.6790990760846426,0.6790990760846426,0.0,0.0,31,31
JB GPT-5.4-mini,random,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,38.0,27.5,51.0,253.0,250.5,257.0,0.9753086419753086,0.9668615984405458,0.9821312540610786,0.9939966790139225,0.9939966790139225,0.9939966790139226,0.6453900709219859,0.5106382978723404,0.7163120567375887,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,40.0,33.0,49.0,256.0,254.0,258.5,0.9740090968161144,0.9681611435997401,0.9785575048732943,0.22429429045855154,0.20639076936177458,0.23532166730531787,0.6524822695035462,0.5673758865248227,0.723404255319149,0.004950238115425194,0.050327869296289636,2,31
JB GPT-5.4-mini,random,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,312.0,273.0,329.0,206.0,198.0,212.5,0.797270955165692,0.7862248213125406,0.8226120857699805,0.9500149018606038,0.9500149018606037,0.9500149018606038,0.6609880749574105,0.6401192504258943,0.684412265758092,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,309.0,292.5,323.5,231.0,223.5,236.5,0.7992202729044834,0.7897985705003249,0.8099415204678362,0.0739983820837059,0.07265721462936947,0.07544599139949759,0.6669505962521295,0.6452299829642248,0.6980408858603067,-0.0014556370572140227,0.016055765671268703,6,31
JB GPT-5.4-mini,random,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1261.0,1222.0,1301.5,49.0,41.5,56.0,0.1806367771280052,0.15432098765432098,0.20597790773229369,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.6585054289972323,0.6447732595273579,0.6663827975303385,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,964.0,925.0,998.5,144.0,136.5,153.0,0.37361923326835605,0.35120207927225466,0.39896036387264455,0.03231574913782087,0.03184740494741767,0.03259249797760466,0.6682989142005535,0.6610602512241857,0.6843730040451352,0.000845618969950272,0.008224061858689088,15,28
JB GPT-5.4-mini,random,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1538.0,1539.0,0.0,0.0,0.5,0.0,0.0,0.000649772579597141,0.014518669902499282,0.014348362924170854,0.01464640013624563,0.6725987738419619,0.6690224795640327,0.6770691416893733,0.0001856251747600767,0.0034857686172546144,26,29
JB GPT-5.4-mini,random,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010984800102184167,0.010899646613019953,0.011069953591348436,0.6751348282713596,0.6707706500141924,0.6786119784274767,0.00020939422109563538,0.0027572574355217653,30,30
JB GPT-5.4-mini,random,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5745.0,5655.5,5869.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553966023757823,0.7501170860476007,0.7592072210158811,0.6589925566903237,0.6523913871951219,0.6658095545851777,,,,31
JB GPT-5.4-mini,random,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6790990760846426,0.6790990760846426,0.6790990760846426,0.0,0.0,31,31
JB GPT-5.4 | binary_only,release,random_criterion,0.006,31,121,1539,20229,exact_conditional_SRS,121.0,121.0,121.0,40.0,34.0,47.5,245.0,242.5,247.0,0.9740090968161144,0.9691358024691358,0.9779077322936971,0.14874684858371645,0.13381778634633446,0.15848534282465776,0.8016528925619835,0.7603305785123967,0.8512396694214877,-0.009085559783296508,0.031027695849229264,2,30
JB GPT-5.4 | binary_only,release,sc_judge,0.006,31,121,1539,20229,logical_bounds_or_census,121.0,121.0,121.0,46.0,44.0,48.0,241.0,240.0,242.0,0.9701104613385315,0.9688109161793372,0.9714100064977258,0.9940184883088635,0.9940184883088634,0.9940184883088635,0.8181818181818182,0.7933884297520661,0.8429752066115702,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,0.006,31,121,1539,20229,exact_conditional_SRS,121.0,121.0,121.0,38.0,33.0,45.0,242.0,240.0,245.0,0.9753086419753086,0.9707602339181287,0.9785575048732943,0.19842799940679223,0.14689307429927334,0.23169706856493155,0.768595041322314,0.7272727272727273,0.8347107438016529,0.013351984923341617,0.057193149691941315,0,28
JB GPT-5.4 | binary_only,release,random_criterion,0.05,31,1011,1539,20229,exact_conditional_SRS,1011.0,1011.0,1011.0,296.0,273.5,308.5,223.0,218.5,230.0,0.8076673164392463,0.7995451591942819,0.8222871994801819,0.04765435760541792,0.04562756438776017,0.04965643383261659,0.8140454995054401,0.7922848664688428,0.8338278931750742,0.0013153593517524567,0.013823373761609428,8,29
JB GPT-5.4 | binary_only,release,sc_judge,0.05,31,1011,1539,20229,logical_bounds_or_census,1011.0,1011.0,1011.0,347.0,344.0,351.0,193.0,193.0,193.0,0.774528914879792,0.7719298245614035,0.7764782326185835,0.9500222452914133,0.9500222452914132,0.9500222452914133,0.8714144411473789,0.8635014836795252,0.8768545994065282,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,0.05,31,1011,1539,20229,exact_conditional_SRS,1011.0,1011.0,1011.0,334.0,318.0,346.5,203.0,199.5,209.0,0.7829759584145549,0.7748538011695907,0.7933723196881092,0.06698304414454503,0.06283058974739236,0.07024568688516486,0.8358061325420376,0.8194856577645895,0.8516320474777448,0.004977068412652394,0.016879515904700503,9,29
JB GPT-5.4 | binary_only,release,random_criterion,0.2,31,4046,1539,20229,exact_conditional_SRS,4046.0,4046.0,4046.0,774.0,747.5,791.0,171.0,164.0,182.0,0.49707602339181284,0.48602988953866144,0.5142949967511371,0.02165208364229576,0.021380196747244007,0.022096989470562045,0.8136431043005438,0.8038803756796836,0.819451309935739,0.0006901823387910308,0.005256675282692921,20,29
JB GPT-5.4 | binary_only,release,sc_judge,0.2,31,4046,1539,20229,logical_bounds_or_census,4046.0,4046.0,4046.0,1519.0,1513.5,1524.5,7.0,5.5,10.5,0.01299545159194282,0.009421702404158544,0.016569200779727095,0.7999901132038163,0.7999901132038163,0.7999901132038163,0.8302026693030153,0.8263717251606525,0.8345279288185863,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,0.2,31,4046,1539,20229,exact_conditional_SRS,4046.0,4046.0,4046.0,1010.0,993.5,1030.0,113.0,104.5,123.5,0.34372969460688757,0.33073424301494475,0.3544509421702404,0.029610954570171488,0.028918878837312756,0.030130011369815635,0.8329214038556599,0.8261245674740485,0.838358872960949,0.0001594510542013714,0.0060211555155462925,17,31
JB GPT-5.4 | binary_only,release,random_criterion,0.5,31,10114,1539,20229,exact_conditional_SRS,10114.0,10114.0,10114.0,1124.0,1112.0,1136.0,107.0,96.5,114.5,0.2696556205328135,0.2618583495776478,0.2774528914879792,0.01082604182114777,0.010727173859310879,0.010924909782984882,0.8116472216729286,0.8079889262408543,0.8157998813525806,0.0001453844716584571,0.0024697725739713477,30,31
JB GPT-5.4 | binary_only,release,sc_judge,0.5,31,10114,1539,20229,logical_bounds_or_census,4226.0,4162.5,4298.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910919966384893,0.7875327500123586,0.794231054426813,0.82319255547602,0.8191046203000083,0.8276908250932766,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,0.5,31,10114,1539,20229,exact_conditional_SRS,10114.0,10114.0,10114.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012753967076968742,0.012580948143754045,0.012877552029264938,0.8154043899545185,0.8098180739568914,0.8178267747676489,-2.1451624180825595e-05,0.0034448421830839274,26,28
JB GPT-5.4 | binary_only,release,random_criterion,0.6,31,12137,1539,20229,exact_conditional_SRS,12137.0,12137.0,12137.0,1190.0,1177.0,1205.5,86.0,77.0,95.0,0.2267706302794022,0.2166991552956465,0.23521767381416503,0.008799248603490128,0.008749814622571572,0.008898116565327019,0.8123918596028673,0.8088901705528548,0.8154403888934663,0.0004940009619998793,0.002023070742128861,31,30
JB GPT-5.4 | binary_only,release,sc_judge,0.6,31,12137,1539,20229,logical_bounds_or_census,4226.0,4162.5,4298.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910919966384893,0.7875327500123586,0.794231054426813,0.82319255547602,0.8191046203000083,0.8276908250932766,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,0.6,31,12137,1539,20229,exact_conditional_SRS,12137.0,12137.0,12137.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009787928221859699,0.009689060260022697,0.0098867961836967,0.8140397132734614,0.8109087912993327,0.8192716486775975,0.00029498857843243237,0.002860359738765953,28,28
JB GPT-5.4 | binary_only,release,random_criterion,1.0,31,20229,1539,20229,exact_conditional_SRS,20229.0,20229.0,20229.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8118048346433339,0.8118048346433339,0.8118048346433339,0.0,0.0,31,31
JB GPT-5.4 | binary_only,release,sc_judge,1.0,31,20229,1539,20229,logical_bounds_or_census,4226.0,4162.5,4298.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910919966384893,0.7875327500123586,0.794231054426813,0.82319255547602,0.8191046203000083,0.8276908250932766,,,,31
JB GPT-5.4 | binary_only,release,sc50_then_srs,1.0,31,20229,1539,20229,exact_conditional_SRS,20229.0,20229.0,20229.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8118048346433339,0.8118048346433339,0.8118048346433339,0.0,0.0,31,31
JB GPT-5.4 | binary_only,predicted_fail_count,sc_judge,0.006,31,121,1539,20229,logical_bounds_or_census,121.0,121.0,121.0,23.0,16.0,26.0,237.0,233.0,241.5,0.9850552306692657,0.9831059129304743,0.9896036387264457,0.9940184883088635,0.9940184883088634,0.9940184883088635,0.9090909090909091,0.8760330578512396,0.9462809917355373,,,,31
JB GPT-5.4 | binary_only,predicted_fail_count,sc50_then_srs,0.006,31,121,1539,20229,exact_conditional_SRS,121.0,121.0,121.0,32.0,26.0,39.0,240.0,235.5,244.0,0.9792072774528915,0.9746588693957114,0.9831059129304743,0.19842799940679223,0.14689307429927334,0.22729744426318654,0.859504132231405,0.8140495867768596,0.9173553719008265,0.014430984163114427,0.05612840025785301,0,28
JB GPT-5.4 | binary_only,predicted_fail_count,sc_judge,0.05,31,1011,1539,20229,logical_bounds_or_census,1011.0,1011.0,1011.0,186.0,174.0,205.0,158.0,147.0,169.0,0.8791423001949318,0.8667966211825862,0.8869395711500975,0.9500222452914133,0.9500222452914133,0.9500222452914133,0.9109792284866469,0.9000989119683481,0.9218595450049456,,,,31
JB GPT-5.4 | binary_only,predicted_fail_count,sc50_then_srs,0.05,31,1011,1539,20229,exact_conditional_SRS,1011.0,1011.0,1011.0,250.0,227.5,272.5,195.0,183.0,206.0,0.8375568551007148,0.822936972059779,0.8521767381416504,0.06723021404913743,0.06295417469968856,0.07059172475159425,0.8644906033630069,0.8496538081107814,0.8768545994065282,0.004440650156876765,0.016674769827084643,12,29
JB GPT-5.4 | binary_only,predicted_fail_count,sc_judge,0.2,31,4046,1539,20229,logical_bounds_or_census,4046.0,4046.0,4046.0,1450.0,1417.0,1491.5,3.0,3.0,4.5,0.057829759584145546,0.030864197530864196,0.0792722547108512,0.7999901132038163,0.7999901132038163,0.7999901132038163,0.833662876915472,0.8292140385565991,0.838111715274345,,,,31
JB GPT-5.4 | binary_only,predicted_fail_count,sc50_then_srs,0.2,31,4046,1539,20229,exact_conditional_SRS,4046.0,4046.0,4046.0,878.0,860.0,903.5,66.0,63.0,70.5,0.4294996751137102,0.4129304743339831,0.4411955815464587,0.02980869049384549,0.029363784665579096,0.030451332245785834,0.8561542263964409,0.8489866534849234,0.8608502224419179,0.0002952622715628318,0.005856920086144832,17,31
