annotation_id,corresponding_annotator_id,annotation_order,task_id,task_slot_order,method_step_order,output_id,output_quality_level,output_quality_level_order,rubric_total_points,rubric_max_points
autograder_annotation_001967,annotator_034,45,task_023,19,3,output_001716,good,2,3,9
autograder_annotation_001971,annotator_034,49,task_004,22,1,output_000245,intermediate,1,5,13
autograder_annotation_001972,annotator_034,50,task_004,22,2,output_000254,good,2,7,13
autograder_annotation_001973,annotator_034,51,task_004,22,3,output_000298,excellent,3,7,13
autograder_annotation_001977,annotator_034,55,task_013,26,1,output_000967,good,2,-1,4
autograder_annotation_001978,annotator_034,56,task_013,26,2,output_000945,intermediate,1,1.5,4
autograder_annotation_001979,annotator_034,57,task_013,26,3,output_000991,excellent,3,-4,4
autograder_annotation_001983,annotator_034,61,task_012,28,1,output_000898,good,2,7,12
autograder_annotation_001984,annotator_034,62,task_012,28,2,output_000860,intermediate,1,8.5,12
autograder_annotation_001985,annotator_034,63,task_012,28,3,output_000916,excellent,3,9,12
autograder_annotation_001989,annotator_034,67,task_025,30,1,output_001858,good,2,2.5,6
autograder_annotation_001990,annotator_034,68,task_025,30,2,output_001879,excellent,3,2,6
autograder_annotation_001991,annotator_034,69,task_025,30,3,output_001827,intermediate,1,3,6
autograder_annotation_001995,annotator_035,4,task_005,4,1,output_000318,intermediate,1,22.5,26
autograder_annotation_001996,annotator_035,5,task_005,4,2,output_000347,good,2,24,26
autograder_annotation_001997,annotator_035,6,task_005,4,3,output_000358,excellent,3,22.5,26
autograder_annotation_002001,annotator_035,10,task_004,6,1,output_000253,good,2,7.5,13
autograder_annotation_002002,annotator_035,11,task_004,6,2,output_000246,intermediate,1,6,13
autograder_annotation_002003,annotator_035,12,task_004,6,3,output_000282,excellent,3,6,13
autograder_annotation_002007,annotator_035,16,task_012,13,1,output_000877,good,2,7.5,12
autograder_annotation_002008,annotator_035,17,task_012,13,2,output_000910,excellent,3,7.5,12
autograder_annotation_002009,annotator_035,18,task_012,13,3,output_000868,intermediate,1,8.5,12
autograder_annotation_002013,annotator_035,22,task_025,26,1,output_001884,excellent,3,1.5,6
autograder_annotation_002014,annotator_035,23,task_025,26,2,output_001856,good,2,1,6
autograder_annotation_002015,annotator_035,24,task_025,26,3,output_001830,intermediate,1,2,6
autograder_annotation_002019,annotator_035,28,task_029,30,1,output_002167,excellent,3,8.5,12
autograder_annotation_002020,annotator_035,29,task_029,30,2,output_002138,good,2,9,12
autograder_annotation_002021,annotator_035,30,task_029,30,3,output_002109,intermediate,1,7,12
autograder_annotation_002025,annotator_036,4,task_013,2,1,output_000969,good,2,-0.5,4
autograder_annotation_002026,annotator_036,5,task_013,2,2,output_000949,intermediate,1,1,4
autograder_annotation_002027,annotator_036,6,task_013,2,3,output_001002,excellent,3,-1,4
autograder_annotation_002031,annotator_036,10,task_016,4,1,output_001156,intermediate,1,11,11
autograder_annotation_002032,annotator_036,11,task_016,4,2,output_001202,excellent,3,11,11
autograder_annotation_002033,annotator_036,12,task_016,4,3,output_001179,good,2,9,11
autograder_annotation_002037,annotator_036,16,task_003,6,1,output_000186,good,2,7,14
autograder_annotation_002038,annotator_036,17,task_003,6,2,output_000172,intermediate,1,3,14
autograder_annotation_002039,annotator_036,18,task_003,6,3,output_000201,excellent,3,6.5,14
autograder_annotation_002043,annotator_036,22,task_009,8,1,output_000657,good,2,14,15
autograder_annotation_002044,annotator_036,23,task_009,8,2,output_000634,intermediate,1,12.5,15
autograder_annotation_002045,annotator_036,24,task_009,8,3,output_000692,excellent,3,14.5,15
autograder_annotation_002049,annotator_036,28,task_029,10,1,output_002145,good,2,8,12
autograder_annotation_002050,annotator_036,29,task_029,10,2,output_002116,intermediate,1,9,12
autograder_annotation_002051,annotator_036,30,task_029,10,3,output_002168,excellent,3,8,12
autograder_annotation_002055,annotator_036,34,task_001,12,1,output_000046,good,2,7,8
autograder_annotation_002056,annotator_036,35,task_001,12,2,output_000014,intermediate,1,8,8
autograder_annotation_002057,annotator_036,36,task_001,12,3,output_000061,excellent,3,7.5,8
autograder_annotation_002061,annotator_036,40,task_014,14,1,output_001062,excellent,3,1.5,4
autograder_annotation_002062,annotator_036,41,task_014,14,2,output_001019,intermediate,1,3.5,4
autograder_annotation_002063,annotator_036,42,task_014,14,3,output_001031,good,2,2.5,4
autograder_annotation_002067,annotator_036,46,task_005,16,1,output_000372,excellent,3,21,26
autograder_annotation_002068,annotator_036,47,task_005,16,2,output_000331,good,2,16,26
autograder_annotation_002069,annotator_036,48,task_005,16,3,output_000316,intermediate,1,22.5,26
autograder_annotation_002073,annotator_036,52,task_015,18,1,output_001089,intermediate,1,18,21
autograder_annotation_002074,annotator_036,53,task_015,18,2,output_001106,good,2,19.5,21
autograder_annotation_002075,annotator_036,54,task_015,18,3,output_001135,excellent,3,19,21
autograder_annotation_002079,annotator_036,58,task_024,20,1,output_001763,intermediate,1,-1.5,3
autograder_annotation_002080,annotator_036,59,task_024,20,2,output_001814,excellent,3,-2,3
autograder_annotation_002081,annotator_036,60,task_024,20,3,output_001782,good,2,-0.5,3
autograder_annotation_002085,annotator_036,64,task_007,22,1,output_000503,excellent,3,9.5,24
autograder_annotation_002086,annotator_036,65,task_007,22,2,output_000499,good,2,10.5,24
autograder_annotation_002087,annotator_036,66,task_007,22,3,output_000464,intermediate,1,8.5,24
autograder_annotation_002091,annotator_036,70,task_021,24,1,output_001599,excellent,3,-2,2
autograder_annotation_002092,annotator_036,71,task_021,24,2,output_001548,intermediate,1,0,2
autograder_annotation_002093,annotator_036,72,task_021,24,3,output_001567,good,2,0,2
autograder_annotation_002097,annotator_036,76,task_002,26,1,output_000138,excellent,3,13,27
autograder_annotation_002098,annotator_036,77,task_002,26,2,output_000083,intermediate,1,13,27
autograder_annotation_002099,annotator_036,78,task_002,26,3,output_000099,good,2,17,27
autograder_annotation_002103,annotator_036,82,task_004,28,1,output_000249,intermediate,1,6,13
autograder_annotation_002104,annotator_036,83,task_004,28,2,output_000297,excellent,3,7,13
autograder_annotation_002105,annotator_036,84,task_004,28,3,output_000274,good,2,7,13
autograder_annotation_002109,annotator_036,88,task_025,30,1,output_001863,good,2,2,6
autograder_annotation_002110,annotator_036,89,task_025,30,2,output_001834,intermediate,1,3,6
autograder_annotation_002111,annotator_036,90,task_025,30,3,output_001891,excellent,3,0,6
autograder_annotation_002115,annotator_037,4,task_029,2,1,output_002149,good,2,7,12
autograder_annotation_002116,annotator_037,5,task_029,2,2,output_002130,intermediate,1,4.5,12
autograder_annotation_002117,annotator_037,6,task_029,2,3,output_002187,excellent,3,8,12
autograder_annotation_002121,annotator_037,10,task_030,4,1,output_002229,good,2,13.5,17
autograder_annotation_002122,annotator_037,11,task_030,4,2,output_002265,excellent,3,16,17
autograder_annotation_002123,annotator_037,12,task_030,4,3,output_002216,intermediate,1,14,17
autograder_annotation_002127,annotator_037,16,task_028,6,1,output_002056,intermediate,1,5.5,18
autograder_annotation_002128,annotator_037,17,task_028,6,2,output_002086,excellent,3,4.5,18
autograder_annotation_002129,annotator_037,18,task_028,6,3,output_002076,good,2,5.5,18
autograder_annotation_002133,annotator_037,22,task_001,8,1,output_000036,good,2,7.5,8
autograder_annotation_002134,annotator_037,23,task_001,8,2,output_000016,intermediate,1,7.5,8
autograder_annotation_002135,annotator_037,24,task_001,8,3,output_000056,excellent,3,7,8
autograder_annotation_002139,annotator_038,1,task_001,1,1,output_000073,excellent,3,7,8
autograder_annotation_002140,annotator_038,2,task_001,1,2,output_000043,good,2,7.5,8
autograder_annotation_002141,annotator_038,3,task_001,1,3,output_000005,intermediate,1,7.5,8
autograder_annotation_002145,annotator_038,7,task_011,3,1,output_000805,good,2,14,22
autograder_annotation_002146,annotator_038,8,task_011,3,2,output_000836,excellent,3,13.5,22
autograder_annotation_002147,annotator_038,9,task_011,3,3,output_000795,intermediate,1,10.5,22
autograder_annotation_002151,annotator_038,13,task_009,5,1,output_000637,intermediate,1,12.5,15
autograder_annotation_002152,annotator_038,14,task_009,5,2,output_000698,excellent,3,15,15
autograder_annotation_002153,annotator_038,15,task_009,5,3,output_000652,good,2,15,15
autograder_annotation_002157,annotator_038,19,task_016,7,1,output_001210,excellent,3,6,11
autograder_annotation_002158,annotator_038,20,task_016,7,2,output_001183,good,2,10.5,11
autograder_annotation_002159,annotator_038,21,task_016,7,3,output_001160,intermediate,1,11,11
autograder_annotation_002163,annotator_038,25,task_014,9,1,output_001077,excellent,3,0,4
autograder_annotation_002164,annotator_038,26,task_014,9,2,output_001044,good,2,2,4
autograder_annotation_002165,annotator_038,27,task_014,9,3,output_001016,intermediate,1,1.5,4
autograder_annotation_002169,annotator_038,31,task_007,11,1,output_000486,good,2,10.5,24
autograder_annotation_002170,annotator_038,32,task_007,11,2,output_000469,intermediate,1,9.5,24
autograder_annotation_002171,annotator_038,33,task_007,11,3,output_000520,excellent,3,8.5,24
autograder_annotation_002175,annotator_038,37,task_019,13,1,output_001375,intermediate,1,4,7
autograder_annotation_002176,annotator_038,38,task_019,13,2,output_001419,good,2,2.5,7
autograder_annotation_002177,annotator_038,39,task_019,13,3,output_001440,excellent,3,2.5,7
autograder_annotation_002181,annotator_038,43,task_010,15,1,output_000774,excellent,3,8.5,15
autograder_annotation_002182,annotator_038,44,task_010,15,2,output_000699,intermediate,1,7,15
autograder_annotation_002183,annotator_038,45,task_010,15,3,output_000745,good,2,7.5,15
autograder_annotation_002187,annotator_038,49,task_021,17,1,output_001579,excellent,3,-1.5,2
autograder_annotation_002188,annotator_038,50,task_021,17,2,output_001563,good,2,-1.5,2
autograder_annotation_002189,annotator_038,51,task_021,17,3,output_001539,intermediate,1,0.5,2
autograder_annotation_002193,annotator_038,55,task_005,19,1,output_000379,excellent,3,21,26
autograder_annotation_002194,annotator_038,56,task_005,19,2,output_000327,good,2,18,26
autograder_annotation_002195,annotator_038,57,task_005,19,3,output_000306,intermediate,1,19,26
autograder_annotation_002199,annotator_038,61,task_026,21,1,output_001906,intermediate,1,10.5,13
autograder_annotation_002200,annotator_038,62,task_026,21,2,output_001949,excellent,3,12.5,13
autograder_annotation_002201,annotator_038,63,task_026,21,3,output_001924,good,2,10.5,13
autograder_annotation_002205,annotator_038,67,task_024,23,1,output_001752,intermediate,1,0,3
autograder_annotation_002206,annotator_038,68,task_024,23,2,output_001780,good,2,-1,3
autograder_annotation_002207,annotator_038,69,task_024,23,3,output_001816,excellent,3,-3,3
autograder_annotation_002211,annotator_039,1,task_024,1,1,output_001786,good,2,-1.5,3
autograder_annotation_002212,annotator_039,2,task_024,1,2,output_001759,intermediate,1,1,3
autograder_annotation_002213,annotator_039,3,task_024,1,3,output_001822,excellent,3,-3,3
autograder_annotation_002217,annotator_039,7,task_022,3,1,output_001632,good,2,13.5,24
autograder_annotation_002218,annotator_039,8,task_022,3,2,output_001650,excellent,3,14.5,24
autograder_annotation_002219,annotator_039,9,task_022,3,3,output_001615,intermediate,1,13.5,24
autograder_annotation_002220,annotator_039,10,task_020,4,1,output_001467,intermediate,1,5,6
autograder_annotation_002221,annotator_039,11,task_020,4,2,output_001509,excellent,3,3,6
autograder_annotation_002222,annotator_039,12,task_020,4,3,output_001479,good,2,4.5,6
autograder_annotation_002223,annotator_039,13,task_010,5,1,output_000758,excellent,3,8,15
autograder_annotation_002224,annotator_039,14,task_010,5,2,output_000726,good,2,7,15
autograder_annotation_002225,annotator_039,15,task_010,5,3,output_000710,intermediate,1,9,15
autograder_annotation_002229,annotator_039,19,task_005,7,1,output_000338,good,2,20.5,26
autograder_annotation_002230,annotator_039,20,task_005,7,2,output_000317,intermediate,1,16.5,26
autograder_annotation_002231,annotator_039,21,task_005,7,3,output_000376,excellent,3,21,26
autograder_annotation_002235,annotator_039,25,task_026,9,1,output_001908,intermediate,1,10.5,13
autograder_annotation_002236,annotator_039,26,task_026,9,2,output_001958,excellent,3,10,13
autograder_annotation_002237,annotator_039,27,task_026,9,3,output_001942,good,2,11.5,13
autograder_annotation_002241,annotator_039,31,task_009,11,1,output_000622,intermediate,1,15,15
autograder_annotation_002242,annotator_039,32,task_009,11,2,output_000690,excellent,3,12,15
autograder_annotation_002243,annotator_039,33,task_009,11,3,output_000645,good,2,15,15
autograder_annotation_002247,annotator_039,37,task_021,13,1,output_001574,excellent,3,-1.5,2
autograder_annotation_002248,annotator_039,38,task_021,13,2,output_001555,good,2,-2,2
autograder_annotation_002249,annotator_039,39,task_021,13,3,output_001547,intermediate,1,0.5,2
autograder_annotation_002253,annotator_039,43,task_014,15,1,output_001068,excellent,3,0,4
autograder_annotation_002254,annotator_039,44,task_014,15,2,output_001026,intermediate,1,3,4
autograder_annotation_002255,annotator_039,45,task_014,15,3,output_001041,good,2,2.5,4
autograder_annotation_002259,annotator_039,49,task_011,17,1,output_000797,intermediate,1,12.5,22
autograder_annotation_002260,annotator_039,50,task_011,17,2,output_000831,excellent,3,14,22
autograder_annotation_002261,annotator_039,51,task_011,17,3,output_000815,good,2,14.5,22
autograder_annotation_002265,annotator_039,55,task_018,19,1,output_001310,intermediate,1,0,13
autograder_annotation_002266,annotator_039,56,task_018,19,2,output_001352,excellent,3,3,13
autograder_annotation_002267,annotator_039,57,task_018,19,3,output_001332,good,2,3.5,13
autograder_annotation_002271,annotator_039,61,task_028,21,1,output_002074,good,2,4,18
autograder_annotation_002272,annotator_039,62,task_028,21,2,output_002045,intermediate,1,3.5,18
autograder_annotation_002273,annotator_039,63,task_028,21,3,output_002099,excellent,3,2,18
autograder_annotation_002277,annotator_039,67,task_025,23,1,output_001827,intermediate,1,3.5,6
autograder_annotation_002278,annotator_039,68,task_025,23,2,output_001857,good,2,2.5,6
autograder_annotation_002279,annotator_039,69,task_025,23,3,output_001892,excellent,3,1,6
autograder_annotation_002283,annotator_039,73,task_017,25,1,output_001279,excellent,3,6,15
autograder_annotation_002284,annotator_039,74,task_017,25,2,output_001243,intermediate,1,8,15
autograder_annotation_002285,annotator_039,75,task_017,25,3,output_001273,good,2,5.5,15
autograder_annotation_002289,annotator_039,79,task_015,27,1,output_001130,excellent,3,14.5,21
autograder_annotation_002290,annotator_039,80,task_015,27,2,output_001084,intermediate,1,13.5,21
autograder_annotation_002291,annotator_039,81,task_015,27,3,output_001115,good,2,17.5,21
autograder_annotation_002295,annotator_039,85,task_008,29,1,output_000603,excellent,3,5,9
autograder_annotation_002296,annotator_039,86,task_008,29,2,output_000569,good,2,5,9
autograder_annotation_002297,annotator_039,87,task_008,29,3,output_000531,intermediate,1,5,9
autograder_annotation_002304,annotator_040,4,task_029,2,1,output_002109,intermediate,1,7,12
autograder_annotation_002305,annotator_040,5,task_029,2,2,output_002157,good,2,6,12
autograder_annotation_002306,annotator_040,6,task_029,2,3,output_002181,excellent,3,7,12
autograder_annotation_002310,annotator_040,10,task_030,4,1,output_002241,good,2,15,17
autograder_annotation_002311,annotator_040,11,task_030,4,2,output_002207,intermediate,1,15,17
autograder_annotation_002312,annotator_040,12,task_030,4,3,output_002271,excellent,3,14.5,17
autograder_annotation_002316,annotator_040,16,task_028,6,1,output_002055,intermediate,1,6,18
autograder_annotation_002317,annotator_040,17,task_028,6,2,output_002098,excellent,3,3,18
autograder_annotation_002318,annotator_040,18,task_028,6,3,output_002078,good,2,2.5,18
autograder_annotation_002322,annotator_040,22,task_001,8,1,output_000031,good,2,6.5,8
autograder_annotation_002323,annotator_040,23,task_001,8,2,output_000065,excellent,3,7,8
autograder_annotation_002324,annotator_040,24,task_001,8,3,output_000006,intermediate,1,7,8
autograder_annotation_002328,annotator_040,28,task_026,10,1,output_001948,excellent,3,10.5,13
autograder_annotation_002329,annotator_040,29,task_026,10,2,output_001937,good,2,9,13
autograder_annotation_002330,annotator_040,30,task_026,10,3,output_001906,intermediate,1,10.5,13
autograder_annotation_002334,annotator_040,34,task_027,12,1,output_002036,excellent,3,3.5,22
autograder_annotation_002335,annotator_040,35,task_027,12,2,output_001992,intermediate,1,3.5,22
autograder_annotation_002336,annotator_040,36,task_027,12,3,output_002013,good,2,2.5,22
autograder_annotation_002340,annotator_040,40,task_008,14,1,output_000574,good,2,6,9
autograder_annotation_002341,annotator_040,41,task_008,14,2,output_000586,excellent,3,4.5,9
autograder_annotation_002342,annotator_040,42,task_008,14,3,output_000527,intermediate,1,5,9
autograder_annotation_002346,annotator_040,46,task_016,16,1,output_001217,excellent,3,9.5,11
autograder_annotation_002347,annotator_040,47,task_016,16,2,output_001147,intermediate,1,11,11
autograder_annotation_002348,annotator_040,48,task_016,16,3,output_001185,good,2,10.5,11
autograder_annotation_002352,annotator_040,52,task_021,18,1,output_001543,intermediate,1,0.5,2
autograder_annotation_002353,annotator_040,53,task_021,18,2,output_001571,good,2,-1,2
autograder_annotation_002354,annotator_040,54,task_021,18,3,output_001593,excellent,3,-3.5,2
autograder_annotation_002358,annotator_040,58,task_018,20,1,output_001349,good,2,4,13
autograder_annotation_002359,annotator_040,59,task_018,20,2,output_001309,intermediate,1,2.5,13
autograder_annotation_002360,annotator_040,60,task_018,20,3,output_001371,excellent,3,1,13
autograder_annotation_002364,annotator_040,64,task_022,22,1,output_001604,intermediate,1,14,24
autograder_annotation_002365,annotator_040,65,task_022,22,2,output_001644,good,2,13,24
autograder_annotation_002366,annotator_040,66,task_022,22,3,output_001649,excellent,3,16,24
autograder_annotation_002370,annotator_040,70,task_017,24,1,output_001286,excellent,3,6,15
autograder_annotation_002371,annotator_040,71,task_017,24,2,output_001271,good,2,7.5,15
autograder_annotation_002372,annotator_040,72,task_017,24,3,output_001221,intermediate,1,8,15
autograder_annotation_002376,annotator_040,76,task_025,26,1,output_001866,good,2,2,6
autograder_annotation_002377,annotator_040,77,task_025,26,2,output_001828,intermediate,1,3,6
autograder_annotation_002378,annotator_040,78,task_025,26,3,output_001896,excellent,3,1,6
autograder_annotation_002382,annotator_040,82,task_007,28,1,output_000507,excellent,3,8,24
autograder_annotation_002383,annotator_040,83,task_007,28,2,output_000458,intermediate,1,9.5,24
autograder_annotation_002384,annotator_040,84,task_007,28,3,output_000494,good,2,9.5,24
autograder_annotation_002388,annotator_040,88,task_011,30,1,output_000843,excellent,3,8,22
autograder_annotation_002389,annotator_040,89,task_011,30,2,output_000807,good,2,16.5,22
autograder_annotation_002390,annotator_040,90,task_011,30,3,output_000789,intermediate,1,14.5,22
autograder_annotation_002391,annotator_041,1,task_021,1,1,output_001584,excellent,3,-1,2
autograder_annotation_002392,annotator_041,2,task_021,1,2,output_001546,intermediate,1,0.5,2
autograder_annotation_002393,annotator_041,3,task_021,1,3,output_001558,good,2,0,2
autograder_annotation_002397,annotator_041,7,task_026,3,1,output_001917,intermediate,1,10.5,13
autograder_annotation_002398,annotator_041,8,task_026,3,2,output_001953,excellent,3,10,13
autograder_annotation_002399,annotator_041,9,task_026,3,3,output_001946,good,2,10.5,13
autograder_annotation_002403,annotator_041,13,task_024,5,1,output_001766,intermediate,1,0,3
autograder_annotation_002404,annotator_041,14,task_024,5,2,output_001820,excellent,3,-1,3
autograder_annotation_002405,annotator_041,15,task_024,5,3,output_001792,good,2,-0.5,3
autograder_annotation_002409,annotator_041,19,task_029,7,1,output_002169,excellent,3,9,12
autograder_annotation_002410,annotator_041,20,task_029,7,2,output_002120,intermediate,1,9,12
autograder_annotation_002411,annotator_041,21,task_029,7,3,output_002141,good,2,6.5,12
autograder_annotation_002415,annotator_041,25,task_005,9,1,output_000349,good,2,21,26
autograder_annotation_002416,annotator_041,26,task_005,9,2,output_000311,intermediate,1,19,26
autograder_annotation_002417,annotator_041,27,task_005,9,3,output_000375,excellent,3,19.5,26
autograder_annotation_002421,annotator_041,31,task_003,11,1,output_000166,intermediate,1,9,14
autograder_annotation_002422,annotator_041,32,task_003,11,2,output_000217,excellent,3,8.5,14
autograder_annotation_002423,annotator_041,33,task_003,11,3,output_000188,good,2,3,14
autograder_annotation_002427,annotator_041,37,task_019,13,1,output_001406,good,2,3,7
autograder_annotation_002428,annotator_041,38,task_019,13,2,output_001391,intermediate,1,3.5,7
autograder_annotation_002429,annotator_041,39,task_019,13,3,output_001436,excellent,3,2,7
autograder_annotation_002433,annotator_041,43,task_012,15,1,output_000870,intermediate,1,8.5,12
autograder_annotation_002434,annotator_041,44,task_012,15,2,output_000917,excellent,3,8,12
autograder_annotation_002435,annotator_041,45,task_012,15,3,output_000906,good,2,8,12
autograder_annotation_002439,annotator_041,49,task_011,17,1,output_000791,intermediate,1,14,22
autograder_annotation_002440,annotator_041,50,task_011,17,2,output_000851,excellent,3,14,22
autograder_annotation_002441,annotator_041,51,task_011,17,3,output_000803,good,2,12,22
autograder_annotation_002445,annotator_041,55,task_022,20,1,output_001672,excellent,3,12,24
autograder_annotation_002446,annotator_041,56,task_022,20,2,output_001628,good,2,15,24
autograder_annotation_002447,annotator_041,57,task_022,20,3,output_001603,intermediate,1,15,24
autograder_annotation_002451,annotator_041,61,task_018,22,1,output_001345,good,2,3,13
autograder_annotation_002452,annotator_041,62,task_018,22,2,output_001364,excellent,3,-1,13
autograder_annotation_002453,annotator_041,63,task_018,22,3,output_001320,intermediate,1,2,13
autograder_annotation_002457,annotator_041,67,task_008,24,1,output_000580,good,2,4.5,9
autograder_annotation_002458,annotator_041,68,task_008,24,2,output_000591,excellent,3,5,9
autograder_annotation_002459,annotator_041,69,task_008,24,3,output_000539,intermediate,1,6,9
autograder_annotation_002463,annotator_041,73,task_020,27,1,output_001468,intermediate,1,5,6
autograder_annotation_002464,annotator_041,74,task_020,27,2,output_001502,excellent,3,3,6
autograder_annotation_002465,annotator_041,75,task_020,27,3,output_001476,good,2,3.5,6
autograder_annotation_002469,annotator_041,79,task_002,29,1,output_000103,good,2,13.5,27
autograder_annotation_002470,annotator_041,80,task_002,29,2,output_000094,intermediate,1,13,27
autograder_annotation_002471,annotator_041,81,task_002,29,3,output_000129,excellent,3,12.5,27
autograder_annotation_002475,annotator_042,1,task_029,2,1,output_002177,excellent,3,8,12
autograder_annotation_002476,annotator_042,2,task_029,2,2,output_002137,good,2,9.5,12
autograder_annotation_002477,annotator_042,3,task_029,2,3,output_002126,intermediate,1,7,12
autograder_annotation_002481,annotator_042,7,task_014,4,1,output_001075,excellent,3,1.5,4
autograder_annotation_002482,annotator_042,8,task_014,4,2,output_001012,intermediate,1,3.5,4
autograder_annotation_002483,annotator_042,9,task_014,4,3,output_001038,good,2,2.5,4
autograder_annotation_002487,annotator_042,13,task_021,6,1,output_001566,good,2,-0.5,2
autograder_annotation_002488,annotator_042,14,task_021,6,2,output_001575,excellent,3,-1.5,2
autograder_annotation_002489,annotator_042,15,task_021,6,3,output_001538,intermediate,1,-0.5,2
autograder_annotation_002493,annotator_042,19,task_027,8,1,output_002029,excellent,3,3,22
autograder_annotation_002494,annotator_042,20,task_027,8,2,output_001979,intermediate,1,2,22
autograder_annotation_002495,annotator_042,21,task_027,8,3,output_002002,good,2,-1,22
autograder_annotation_002499,annotator_042,25,task_026,10,1,output_001906,intermediate,1,10.5,13
autograder_annotation_002500,annotator_042,26,task_026,10,2,output_001939,good,2,10.5,13
autograder_annotation_002501,annotator_042,27,task_026,10,3,output_001959,excellent,3,12,13
autograder_annotation_002505,annotator_042,31,task_011,12,1,output_000817,good,2,13,22
autograder_annotation_002506,annotator_042,32,task_011,12,2,output_000839,excellent,3,11.5,22
autograder_annotation_002507,annotator_042,33,task_011,12,3,output_000781,intermediate,1,15,22
autograder_annotation_002508,annotator_043,1,task_029,1,1,output_002161,good,2,6.5,12
autograder_annotation_002509,annotator_043,2,task_029,1,2,output_002189,excellent,3,6.5,12
autograder_annotation_002510,annotator_043,3,task_029,1,3,output_002118,intermediate,1,8,12
autograder_annotation_002514,annotator_043,7,task_001,3,1,output_000059,excellent,3,7,8
autograder_annotation_002515,annotator_043,8,task_001,3,2,output_000008,intermediate,1,7,8
autograder_annotation_002516,annotator_043,9,task_001,3,3,output_000028,good,2,7.5,8
autograder_annotation_002520,annotator_043,13,task_017,5,1,output_001251,good,2,6.5,15
autograder_annotation_002521,annotator_043,14,task_017,5,2,output_001297,excellent,3,8,15
autograder_annotation_002522,annotator_043,15,task_017,5,3,output_001225,intermediate,1,7,15
autograder_annotation_002526,annotator_043,19,task_014,7,1,output_001013,intermediate,1,3.5,4
autograder_annotation_002527,annotator_043,20,task_014,7,2,output_001046,good,2,3,4
autograder_annotation_002528,annotator_043,21,task_014,7,3,output_001070,excellent,3,0,4
autograder_annotation_002532,annotator_043,25,task_013,9,1,output_000978,good,2,1,4
autograder_annotation_002533,annotator_043,26,task_013,9,2,output_000940,intermediate,1,1,4
autograder_annotation_002534,annotator_043,27,task_013,9,3,output_000982,excellent,3,-1,4
autograder_annotation_002538,annotator_043,31,task_027,11,1,output_002032,excellent,3,-4,22
autograder_annotation_002539,annotator_043,32,task_027,11,2,output_001985,intermediate,1,-2.5,22
autograder_annotation_002540,annotator_043,33,task_027,11,3,output_002013,good,2,-2.5,22
autograder_annotation_002544,annotator_043,37,task_028,13,1,output_002093,excellent,3,4,18
autograder_annotation_002545,annotator_043,38,task_028,13,2,output_002063,good,2,1,18
autograder_annotation_002546,annotator_043,39,task_028,13,3,output_002048,intermediate,1,2.5,18
autograder_annotation_002550,annotator_043,43,task_015,15,1,output_001120,good,2,16.5,21
autograder_annotation_002551,annotator_043,44,task_015,15,2,output_001145,excellent,3,17,21
autograder_annotation_002552,annotator_043,45,task_015,15,3,output_001084,intermediate,1,13.5,21
autograder_annotation_002556,annotator_043,49,task_004,17,1,output_000245,intermediate,1,5,13
autograder_annotation_002557,annotator_043,50,task_004,17,2,output_000291,excellent,3,7.5,13
autograder_annotation_002558,annotator_043,51,task_004,17,3,output_000262,good,2,8,13
autograder_annotation_002562,annotator_043,55,task_025,19,1,output_001893,excellent,3,3,6
autograder_annotation_002563,annotator_043,56,task_025,19,2,output_001834,intermediate,1,1,6
autograder_annotation_002564,annotator_043,57,task_025,19,3,output_001847,good,2,3.5,6
autograder_annotation_002568,annotator_043,61,task_021,21,1,output_001590,excellent,3,-3.5,2
autograder_annotation_002569,annotator_043,62,task_021,21,2,output_001544,intermediate,1,-1.5,2
autograder_annotation_002570,annotator_043,63,task_021,21,3,output_001568,good,2,0,2
autograder_annotation_002574,annotator_043,67,task_022,23,1,output_001625,good,2,11,24
autograder_annotation_002575,annotator_043,68,task_022,23,2,output_001654,excellent,3,13,24
autograder_annotation_002576,annotator_043,69,task_022,23,3,output_001622,intermediate,1,12.5,24
autograder_annotation_002580,annotator_043,73,task_026,25,1,output_001971,excellent,3,10,13
autograder_annotation_002581,annotator_043,74,task_026,25,2,output_001898,intermediate,1,10.5,13
autograder_annotation_002582,annotator_043,75,task_026,25,3,output_001943,good,2,11.5,13
autograder_annotation_002586,annotator_043,79,task_007,27,1,output_000470,intermediate,1,11,24
autograder_annotation_002587,annotator_043,80,task_007,27,2,output_000495,good,2,8,24
autograder_annotation_002588,annotator_043,81,task_007,27,3,output_000524,excellent,3,9.5,24
autograder_annotation_002592,annotator_043,85,task_006,29,1,output_000410,good,2,9.5,12
autograder_annotation_002593,annotator_043,86,task_006,29,2,output_000382,intermediate,1,11,12
autograder_annotation_002594,annotator_043,87,task_006,29,3,output_000444,excellent,3,10.5,12
autograder_annotation_002601,annotator_044,4,task_008,2,1,output_000603,excellent,3,5.5,9
autograder_annotation_002602,annotator_044,5,task_008,2,2,output_000561,good,2,6,9
autograder_annotation_002603,annotator_044,6,task_008,2,3,output_000552,intermediate,1,5,9
autograder_annotation_002607,annotator_045,4,task_003,2,1,output_000165,intermediate,1,4.5,14
autograder_annotation_002608,annotator_045,5,task_003,2,2,output_000178,good,2,8.5,14
autograder_annotation_002609,annotator_045,6,task_003,2,3,output_000220,excellent,3,9.5,14
autograder_annotation_002613,annotator_045,10,task_016,4,1,output_001152,intermediate,1,11,11
